pluno,avg2,max2,min2,avg3,max3,min3,avg4,max4,min4
22005000,333.14285714285717,1572.0,0.0,99.14285714285714,694.0,0.0,0.0,0.0,0.0
22005000,282.2857142857143,1502.0,0.0,130.85714285714286,916,0.0,432.2857142857143,1572.0,0.0
22005000,67.71428571428571,474.0,0.0,345.42857142857144,1502.0,0.0,224.57142857142858,1572.0,0.0
22005000,0.0,0.0,0.0,62.57142857142857,438.0,0.0,234.28571428571428,1022.0,0.0
22005001,224.57142857142858,1572.0,0.0,207.71428571428572,760.0,0.0,0.0,0.0,0.0
22005006,0.0,0.0,0.0,282.2857142857143,1502.0,0.0,130.85714285714286,916,0.0
22005006,219.14285714285714,1048.0,0.0,0.0,0.0,0.0,282.2857142857143,1502.0,0.0
22005006,219.14285714285714,1048.0,0.0,0.0,0.0,0.0,282.2857142857143,1502.0,0.0
22005006,179.71428571428572,1258.0,0.0,219.14285714285714,1048.0,0.0,0.0,0.0,0.0
22007004,71.42857142857143,500.0,0.0,140.85714285714286,668.0,0.0,1038.857142857143,3464.0,0.0
22007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,865.1428571428571,3464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,212.28571428571428,668.0,0.0,827.4285714285714,3464.0,0.0,211.42857142857142,1046.0,0.0
22007005,116.85714285714286,500.0,0.0,269.14285714285717,1216.0,0.0,865.1428571428571,3464.0,0.0
22007005,348.57142857142856,1400.0,0.0,356.57142857142856,1018.0,0.0,71.42857142857143,500.0,0.0
22007005,89.57142857142857,622.0,0.0,302.0,1400.0,0.0,188.57142857142858,684.0,0.0
22007005,112.28571428571429,516.0,0.0,140.71428571428572,622.0,0.0,250.85714285714286,1400.0,0.0
22007005,355.0,1820.0,0.0,171.14285714285714,726.0,0.0,113.0,516.0,0.0
22007005,229.71428571428572,662.0,0.0,327.85714285714283,1820.0,0.0,142.28571428571428,726.0,0.0
22007005,135.14285714285714,624.0,0.0,355.0,1820.0,0.0,171.14285714285714,726.0,0.0
22007005,250.0,1750.0,0.0,557.1428571428571,2160.0,0.0,276.14285714285717,1270.0,0.0
22007005,0.14285714285714285,1.0,0.0,250.0,1750.0,0.0,557.1428571428571,2160.0,0.0
22007005,78.42857142857143,548.0,0.0,0.0,0.0,0.0,632.0,2160.0,0.0
22007005,0.0,0.0,0.0,62.0,434.0,0.0,262.2857142857143,1120.0,0.0
22007005,70.71428571428571,495.0,0.0,61.42857142857143,430.0,0.0,112.85714285714286,790.0,0.0
22007008,139.71428571428572,978.0,0.0,70.71428571428571,495.0,0.0,61.42857142857143,430.0,0.0
22007011,265.7142857142857,1018.0,0.0,212.28571428571428,668.0,0.0,668.5714285714286,3464.0,0.0
22007011,250.85714285714286,1400.0,0.0,380.0,1018.0,0.0,74.28571428571429,520.0,0.0
22007011,140.0,622.0,0.0,348.57142857142856,1400.0,0.0,356.57142857142856,1018.0,0.0
22007011,163.28571428571428,622.0,0.0,51.142857142857146,358.0,0.0,348.57142857142856,1400.0,0.0
22007011,74.42857142857143,516.0,0.0,140.0,622.0,0.0,348.57142857142856,1400.0,0.0
22007011,176.28571428571428,726.0,0.0,74.42857142857143,516.0,0.0,140.0,622.0,0.0
22007011,276.14285714285717,1270.0,0.0,288.85714285714283,1076.0,0.0,355.0,1820.0,0.0
22007011,558.5714285714286,2160.0,0.0,248.57142857142858,1226.0,0.0,276.14285714285717,1270.0,0.0
22007019,334.0,1018.0,0.0,120.28571428571429,520.0,0.0,212.28571428571428,668.0,0.0
22007022,160.0,1120.0,0.0,78.42857142857143,548.0,0.0,0.0,0.0,0.0
22007022,61.42857142857143,430.0,0.0,112.85714285714286,790.0,0.0,0.0,0.0,0.0
22007026,251.14285714285714,1400.0,0.0,239.42857142857142,684.0,0.0,265.7142857142857,1018.0,0.0
22007026,112.28571428571429,516.0,0.0,89.57142857142857,622.0,0.0,302.0,1400.0,0.0
22007026,171.57142857142858,726.0,0.0,112.28571428571429,516.0,0.0,89.57142857142857,622.0,0.0
22007026,355.0,1820.0,0.0,171.14285714285714,726.0,0.0,113.0,516.0,0.0
