pluno, d-1,d-2,d-3,d-4,d-5,d-6,d-7
23110009,0.0,37000.0,12000.0,42000.0,10000.0,54000.0,25000.0
23110009,42000.0,0.0,37000.0,12000.0,42000.0,10000.0,54000.0
23110009,34000.0,42000.0,0.0,37000.0,12000.0,42000.0,10000.0
23110009,13000.0,34000.0,42000.0,0.0,37000.0,12000.0,42000.0
23110009,50000.0,13000.0,34000.0,42000.0,0.0,37000.0,12000.0
23110009,21000.0,50000.0,13000.0,34000.0,42000.0,0.0,37000.0
23110009,50000.0,21000.0,50000.0,13000.0,34000.0,42000.0,0.0
23110009,30500.0,52000.0,50000.0,21000.0,50000.0,13000.0,34000.0
23110009,153000.0,30500.0,52000.0,50000.0,21000.0,50000.0,13000.0
23110009,31000.0,153000.0,30500.0,52000.0,50000.0,21000.0,50000.0
23110009,1001.0,58000.0,31000.0,153000.0,30500.0,52000.0,50000.0
23110009,42000.0,1001.0,58000.0,31000.0,153000.0,30500.0,52000.0
23110009,44000.0,42000.0,1001.0,58000.0,31000.0,153000.0,30500.0
23110009,56000.0,44000.0,42000.0,1001.0,58000.0,31000.0,153000.0
23110009,151000.0,56000.0,44000.0,42000.0,1001.0,58000.0,31000.0
23110009,50000.0,151000.0,56000.0,44000.0,42000.0,1001.0,58000.0
23110009,40000.0,50000.0,151000.0,56000.0,44000.0,42000.0,1001.0
23110009,32000.0,40000.0,50000.0,151000.0,56000.0,44000.0,42000.0
23110009,10000.0,32000.0,40000.0,50000.0,151000.0,56000.0,44000.0
23110009,21000.0,10000.0,32000.0,40000.0,50000.0,151000.0,56000.0
23110009,34000.0,21000.0,10000.0,32000.0,40000.0,50000.0,151000.0
23110009,21002.0,34000.0,21000.0,10000.0,32000.0,40000.0,50000.0
23110009,12000.0,0.0,44000.0,21002.0,34000.0,21000.0,10000.0
23110009,26501.0,12000.0,0.0,44000.0,21002.0,34000.0,21000.0
23110009,13000.0,26501.0,12000.0,0.0,44000.0,21002.0,34000.0
23110009,2000.0,30001.0,13000.0,26501.0,12000.0,0.0,44000.0
23110009,22000.0,2000.0,30001.0,13000.0,26501.0,12000.0,0.0
23110009,39000.0,22000.0,2000.0,30001.0,13000.0,26501.0,12000.0
23110009,24000.0,39000.0,22000.0,2000.0,30001.0,13000.0,26501.0
23110009,61001.0,24000.0,39000.0,22000.0,2000.0,30001.0,13000.0
23110009,31000.0,61001.0,24000.0,39000.0,22000.0,2000.0,30001.0
23110009,40000.0,31000.0,61001.0,24000.0,39000.0,22000.0,2000.0
23110009,35000.0,40000.0,31000.0,61001.0,24000.0,39000.0,22000.0
23110009,10002.0,35000.0,40000.0,31000.0,61001.0,24000.0,39000.0
23110009,31001.0,10002.0,35000.0,40000.0,31000.0,61001.0,24000.0
23110009,20000.0,31001.0,10002.0,35000.0,40000.0,31000.0,61001.0
23110009,22000.0,20000.0,31001.0,10002.0,35000.0,40000.0,31000.0
23110009,30166.0,22000.0,20000.0,31001.0,10002.0,35000.0,40000.0
23110009,23990.0,30166.0,22000.0,20000.0,31001.0,10002.0,35000.0
23110028,102000.0,291800.0,13000.0,12000.0,0.0,155000.0,30000.0
23110028,20000.0,0.0,42000.0,84800.0,33000.0,19522.0,96930.0
23110028,41000.0,15204.0,52230.0,91142.0,20000.0,0.0,42000.0
23110028,11000.0,11000.0,30000.0,69000.0,95000.0,375600.0,124864.0
23110028,62000.0,20482.0,147002.0,0.0,283000.0,34000.0,72292.0
23110028,106000.0,58001.0,21000.0,10000.0,44000.0,30000.0,96000.0
23110028,24000.0,39000.0,22000.0,2000.0,30001.0,13000.0,26501.0
23110029,42000.0,12000.0,0.0,88448.0,10000.0,2474.0,0.0
23110029,1001.0,58000.0,31000.0,153000.0,30500.0,52000.0,50000.0
23110124,50000.0,20000.0,10000.0,54000.0,76000.0,11000.0,11000.0
23110124,72000.0,27980.0,40000.0,50000.0,20000.0,10000.0,54000.0
23110144,0.0,283000.0,34000.0,72292.0,40430.0,30834.0,32000.0
23110144,229000.0,48000.0,62000.0,20482.0,147002.0,0.0,283000.0
23110144,21000.0,10000.0,44000.0,30000.0,96000.0,1000.0,10000.0
23110144,10000.0,89000.0,30000.0,42000.0,220000.0,42800.0,87500.0
23110144,3000.0,12000.0,20000.0,178000.0,58001.0,10000.0,89000.0
23110144,58000.0,31000.0,153000.0,30500.0,52000.0,50000.0,21000.0
23110144,34000.0,21000.0,10000.0,32000.0,40000.0,50000.0,151000.0
23110144,12000.0,0.0,44000.0,21002.0,34000.0,21000.0,10000.0
23110144,13000.0,26501.0,12000.0,0.0,44000.0,21002.0,34000.0
23110144,24000.0,39000.0,22000.0,2000.0,30001.0,13000.0,26501.0
23110144,35000.0,40000.0,31000.0,61001.0,24000.0,39000.0,22000.0
23110144,10002.0,35000.0,40000.0,31000.0,61001.0,24000.0,39000.0
23110145,30000.0,25334.0,128000.0,0.0,10000.0,207000.0,164000.0
23110145,95000.0,375600.0,124864.0,2032.0,15000.0,40000.0,902.0
23110172,229000.0,48000.0,62000.0,20482.0,147002.0,0.0,283000.0
23110172,22000.0,20000.0,31001.0,10002.0,35000.0,40000.0,31000.0
23110174,14000.0,0.0,30000.0,0.0,10368.0,141800.0,30000.0
23110174,75000.0,32000.0,24000.0,1000.0,102000.0,291800.0,13000.0
23110174,372.0,75000.0,32000.0,24000.0,1000.0,102000.0,291800.0
23110174,96930.0,372.0,75000.0,32000.0,24000.0,1000.0,102000.0
23110174,20000.0,0.0,42000.0,84800.0,33000.0,19522.0,96930.0
23110174,15000.0,40000.0,902.0,54000.0,175000.0,109000.0,10000.0
23110174,2032.0,15000.0,40000.0,902.0,54000.0,175000.0,109000.0
23110174,32000.0,22000.0,75442.0,267000.0,72000.0,27980.0,40000.0
23110174,30834.0,32000.0,22000.0,75442.0,267000.0,72000.0,27980.0
23110174,40430.0,30834.0,32000.0,22000.0,75442.0,267000.0,72000.0
23110175,24000.0,88000.0,0.0,0.0,0.0,0.0,0.0
23110175,0.0,60000.0,85000.0,44000.0,214492.0,24000.0,88000.0
23110175,10000.0,2474.0,0.0,60000.0,85000.0,44000.0,214492.0
23110175,128000.0,0.0,10000.0,207000.0,164000.0,42000.0,12000.0
23110175,141800.0,30000.0,25334.0,128000.0,0.0,10000.0,207000.0
23110175,91142.0,20000.0,0.0,42000.0,84800.0,33000.0,19522.0
23110175,52230.0,91142.0,20000.0,0.0,42000.0,84800.0,33000.0
23110175,54000.0,175000.0,109000.0,10000.0,89000.0,41000.0,15204.0
23110175,15000.0,40000.0,902.0,54000.0,175000.0,109000.0,10000.0
23110175,2032.0,15000.0,40000.0,902.0,54000.0,175000.0,109000.0
23110175,267000.0,72000.0,27980.0,40000.0,50000.0,20000.0,10000.0
23110175,147002.0,0.0,283000.0,34000.0,72292.0,40430.0,30834.0
23110175,3000.0,12000.0,20000.0,178000.0,58001.0,10000.0,89000.0
23110184,10000.0,89000.0,41000.0,15204.0,52230.0,91142.0,20000.0
23110184,26501.0,12000.0,0.0,44000.0,21002.0,34000.0,21000.0
23110185,76000.0,11000.0,11000.0,30000.0,69000.0,95000.0,375600.0
23110185,10000.0,54000.0,76000.0,11000.0,11000.0,30000.0,69000.0
23110186,12000.0,20000.0,178000.0,58001.0,10000.0,89000.0,30000.0
23110186,42000.0,0.0,37000.0,12000.0,42000.0,10000.0,54000.0
23110186,1001.0,58000.0,31000.0,153000.0,30500.0,52000.0,50000.0
23110186,21000.0,10000.0,32000.0,40000.0,50000.0,151000.0,56000.0
23110187,10000.0,89000.0,41000.0,15204.0,52230.0,91142.0,20000.0
23110187,42000.0,25000.0,0.0,21000.0,73000.0,40000.0,228000.0
23110187,52000.0,50000.0,21000.0,50000.0,13000.0,34000.0,42000.0
23110187,30500.0,52000.0,50000.0,21000.0,50000.0,13000.0,34000.0
23110187,26501.0,12000.0,0.0,44000.0,21002.0,34000.0,21000.0
23110188,0.0,60000.0,85000.0,44000.0,214492.0,24000.0,88000.0
23110188,153000.0,30500.0,52000.0,50000.0,21000.0,50000.0,13000.0
23110189,109000.0,10000.0,89000.0,41000.0,15204.0,52230.0,91142.0
23110189,30000.0,42000.0,220000.0,42800.0,87500.0,42000.0,25000.0
23110190,14000.0,0.0,30000.0,0.0,10368.0,141800.0,30000.0
23110190,12000.0,0.0,155000.0,30000.0,75000.0,175142,14000.0
23110190,291800.0,13000.0,12000.0,0.0,155000.0,30000.0,75000.0
23110190,372.0,75000.0,32000.0,24000.0,1000.0,102000.0,291800.0
23110190,33000.0,19522.0,96930.0,372.0,75000.0,32000.0,24000.0
23110190,76000.0,11000.0,11000.0,30000.0,69000.0,95000.0,375600.0
23110190,0.0,21000.0,73000.0,40000.0,228000.0,106000.0,58001.0
23110190,25000.0,0.0,21000.0,73000.0,40000.0,228000.0,106000.0
23110190,84445.0,3000.0,12000.0,20000.0,178000.0,58001.0,10000.0
23110190,20000.0,31001.0,10002.0,35000.0,40000.0,31000.0,61001.0
23110192,13000.0,12000.0,0.0,155000.0,30000.0,75000.0,175142
23110192,10000.0,35000.0,43500.0,142551.0,229000.0,48000.0,62000.0
23110192,58000.0,31000.0,153000.0,30500.0,52000.0,50000.0,21000.0
23110192,44000.0,42000.0,1001.0,58000.0,31000.0,153000.0,30500.0
23110192,20000.0,31001.0,10002.0,35000.0,40000.0,31000.0,61001.0
23110193,42000.0,12000.0,0.0,88448.0,10000.0,2474.0,0.0
23110193,15204.0,52230.0,91142.0,20000.0,0.0,42000.0,84800.0
23110193,42800.0,87500.0,42000.0,25000.0,0.0,21000.0,73000.0
23110193,23990.0,30166.0,22000.0,20000.0,31001.0,10002.0,35000.0
23112002,0.0,1000,0.0,0.0,0.0,0.0,1000.0
23112013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112013,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
23112029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112029,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
23112029,0.0,0.0,1000.0,0.0,0.0,2000.0,0.0
23112029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112029,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
23112029,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
23112031,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
23112032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112032,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
23112032,0.0,0.0,0.0,2000.0,0.0,0.0,0.0
23112032,0.0,0.0,1000.0,0.0,0.0,0.0,2000.0
23112032,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
23112032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112032,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
23112032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112032,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
23112032,0.0,0.0,0.0,0.0,482.0,0.0,1000
23112032,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0
23112032,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
23112035,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
23112036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112036,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113003,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113003,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0
23113003,0.0,1000.0,0.0,1000.0,1000.0,0.0,0.0
23113003,1000.0,2000,1000.0,0.0,0.0,0.0,1000.0
23113003,1000.0,0.0,3000.0,1000.0,2000,1000.0,0.0
23113005,1000.0,2000.0,0.0,1000.0,0.0,1000.0,1000.0
23113005,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
23113005,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0
23113019,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113019,1000.0,2000,1000.0,0.0,0.0,0.0,1000.0
23113022,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0
23113022,1000.0,0.0,0.0,2000.0,0.0,1000.0,1000.0
23113023,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
23113023,0.0,1000.0,1000.0,2000.0,0.0,1000.0,0.0
23113023,2000.0,0.0,1000.0,1000.0,0.0,0.0,0.0
23113023,0.0,1000.0,2000.0,0.0,0.0,0.0,0.0
23113023,1000.0,0.0,3000.0,0.0,0.0,0.0,1000.0
23113023,0.0,2000.0,2000.0,0.0,1000.0,0.0,0.0
23113024,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
23113024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113024,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113024,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
23113024,0.0,1000.0,0.0,1000.0,2000.0,0.0,0.0
23113024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113024,0.0,3000.0,1000.0,2000,1000.0,0.0,0.0
23113024,0.0,1000.0,1000.0,0.0,3000.0,1000.0,2000
23113024,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0
23113024,0.0,0.0,0.0,2000.0,3000.0,0.0,1000.0
23113024,2000.0,0.0,1000.0,0.0,0.0,0.0,2000.0
23113024,3000.0,0.0,2000.0,2000.0,0.0,1000.0,0.0
23113025,2000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0
23113025,0.0,1000.0,0.0,1000.0,1000.0,2000.0,0.0
23113025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113025,0.0,0.0,2000.0,0.0,1000.0,0.0,0.0
23113025,0.0,3000.0,0.0,0.0,0.0,1000.0,0.0
23113025,1000.0,2000,1000.0,0.0,0.0,0.0,1000.0
23113025,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0
23113025,0.0,1000.0,0.0,0.0,0.0,2000.0,3000.0
23113026,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
23113026,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
23113026,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
23113026,0.0,1000.0,0.0,1000.0,1000.0,0.0,0.0
23113026,0.0,1000.0,0.0,1000.0,1000.0,2000.0,0.0
23113026,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
23113026,1000.0,2000.0,0.0,1000.0,1000.0,0.0,0.0
23113026,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
23113027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113027,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0
23113027,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
23113027,0.0,0.0,0.0,0.0,0.0,0.0,3000.0
23113027,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113027,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0
23113027,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113027,0.0,1000.0,1000.0,0.0,0.0,0.0,1000.0
23113027,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0
23113027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113027,1000.0,0.0,1000.0,0.0,1000.0,2000.0,0.0
23113027,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0
23113027,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0
23113027,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0
23113027,0.0,1000.0,1000.0,0.0,3000.0,1000.0,2000
23113027,0.0,0.0,2000.0,0.0,1000.0,1000.0,0.0
23113027,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0
23113027,0.0,1000.0,0.0,0.0,0.0,1000.0,1000.0
23113027,3000.0,0.0,1000.0,0.0,0.0,0.0,1000.0
23113027,2000.0,0.0,1000.0,0.0,0.0,0.0,2000.0
23113027,0.0,2000.0,2000.0,0.0,1000.0,0.0,0.0
23113028,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
23113028,2000,1000.0,0.0,0.0,0.0,1000.0,0.0
23113028,0.0,1000.0,0.0,0.0,0.0,2000.0,3000.0
23120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23120001,0.0,196.0,0.0,0.0,0.0,0.0,0.0
23120001,0.0,184.0,0.0,196.0,0.0,0.0,0.0
23120001,1000.0,1280.0,0.0,184.0,0.0,196.0,0.0
23120001,0.0,0.0,0.0,0.0,1208.0,1000.0,1280.0
23120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23120001,0.0,1000.0,1320.0,0.0,0.0,0.0,0.0
23120001,0.0,0.0,200.0,0.0,1000.0,1320.0,0.0
23120001,0.0,0.0,0.0,0.0,0.0,290.0,0.0
23120001,92.0,0.0,0.0,0.0,0.0,0.0,290.0
23120001,0.0,0.0,204.0,92.0,0.0,0.0,0.0
23120001,0.0,0.0,0.0,102.0,0.0,0.0,204.0
23120001,0.0,0.0,0.0,0.0,122.0,0.0,0.0
23120001,156.0,0.0,0.0,0.0,0.0,122.0,0.0
23120001,0.0,0.0,0.0,0.0,594.0,156.0,0.0
23120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23120001,166.0,0.0,0.0,0.0,0.0,0.0,0.0
23120001,452.0,166.0,0.0,0.0,0.0,0.0,0.0
23120001,136.0,452.0,166.0,0.0,0.0,0.0,0.0
23120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23120001,0.0,0.0,0.0,0.0,148.0,0.0,0.0
23120001,116.0,0.0,0.0,0.0,0.0,148.0,0.0
23120001,0.0,460.0,116.0,0.0,0.0,0.0,0.0
23120001,0.0,0.0,0.0,184.0,0.0,460.0,116.0
23120001,0.0,0.0,0.0,0.0,306.0,0.0,0.0
23120001,0.0,0.0,0.0,262.0,0.0,0.0,0.0
23120001,0.0,220.0,0.0,0.0,0.0,262.0,0.0
23120001,0.0,0.0,0.0,0.0,232.0,0.0,220.0
23120001,0.0,186.0,0.0,0.0,0.0,0.0,232.0
23120001,158.0,0.0,186.0,0.0,0.0,0.0,0.0
23120001,0.0,276.0,158.0,0.0,186.0,0.0,0.0
23120001,230.0,0.0,276.0,158.0,0.0,186.0,0.0
23120001,248.0,230.0,0.0,276.0,158.0,0.0,186.0
23120001,0.0,0.0,0.0,0.0,208.0,248.0,230.0
23120001,0.0,0.0,394.0,0.0,0.0,0.0,0.0
23120001,0.0,0.0,0.0,378.0,0.0,0.0,394.0
23120001,0.0,0.0,158.0,0.0,0.0,0.0,378.0
23120001,0.0,230.0,0.0,0.0,158.0,0.0,0.0
23120001,1272.0,0.0,230.0,0.0,0.0,158.0,0.0
23120001,1026.0,1272.0,0.0,230.0,0.0,0.0,158.0
23120001,494.0,1026.0,1272.0,0.0,230.0,0.0,0.0
23120001,1036.0,494.0,1026.0,1272.0,0.0,230.0,0.0
23120001,474.0,1036.0,494.0,1026.0,1272.0,0.0,230.0
23120001,466.0,474.0,1036.0,494.0,1026.0,1272.0,0.0
23120001,1886.0,466.0,474.0,1036.0,494.0,1026.0,1272.0
23120001,0.0,256,1886.0,466.0,474.0,1036.0,494.0
23120001,0.0,0.0,0.0,0.0,0.0,290.0,0.0
23120001,0.0,204.0,0.0,0.0,0.0,0.0,0.0
23120001,0.0,184.0,0.0,204.0,0.0,0.0,0.0
23120001,0.0,196.0,0.0,184.0,0.0,204.0,0.0
23120001,290.0,0.0,196.0,0.0,184.0,0.0,204.0
23120001,392.0,290.0,0.0,196.0,0.0,184.0,0.0
23120001,154.0,392.0,290.0,0.0,196.0,0.0,184.0
23120001,0.0,144.0,154.0,392.0,290.0,0.0,196.0
23120001,382.0,0.0,144.0,154.0,392.0,290.0,0.0
23120001,130.0,382.0,0.0,144.0,154.0,392.0,290.0
23120001,0.0,0.0,0.0,0.0,902.0,130.0,382.0
23120001,0.0,162.0,0.0,0.0,0.0,0.0,902.0
23120001,208.0,0.0,162.0,0.0,0.0,0.0,0.0
23120001,0.0,812.0,208.0,0.0,162.0,0.0,0.0
23120001,474.0,0.0,812.0,208.0,0.0,162.0,0.0
23120001,0.0,0.0,0.0,0.0,0.0,186.0,474.0
23120001,0.0,0.0,466.0,0.0,0.0,0.0,0.0
23120001,0.0,130.0,0.0,0.0,466.0,0.0,0.0
23120001,432.0,0.0,130.0,0.0,0.0,466.0,0.0
23120001,0.0,0.0,0.0,0.0,236.0,432.0,0.0
23120001,438.0,0.0,0.0,0.0,0.0,236.0,432.0
23120001,1220.0,438.0,0.0,0.0,0.0,0.0,236.0
23120001,156.0,1220.0,438.0,0.0,0.0,0.0,0.0
23120059,1280.0,0.0,184.0,0.0,196.0,0.0,0.0
23120059,1000.0,1280.0,0.0,184.0,0.0,196.0,0.0
23120059,1320.0,0.0,0.0,0.0,0.0,0.0,0.0
23120059,438.0,0.0,0.0,0.0,0.0,236.0,432.0
23121045,0.0,0.0,126.0,0.0,0.0,0.0,0.0
23121048,0.0,0.0,0.0,0.0,166.0,0.0,162.0
23121051,0.0,264.0,0.0,0.0,0.0,182.0,1000.0
23121051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121051,0.0,594.0,0.0,0.0,0.0,0.0,0.0
23121052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121052,0.0,410.0,0.0,0.0,0.0,0.0,0.0
23121052,258.0,0.0,410.0,0.0,0.0,0.0,0.0
23121052,580.0,258.0,0.0,410.0,0.0,0.0,0.0
23121052,0.0,0.0,0.0,0.0,232.0,580.0,258.0
23121052,1000.0,0.0,0.0,126.0,0.0,0.0,0.0
23121052,0.0,0.0,0.0,182.0,1000.0,0.0,0.0
23121052,0.0,758.0,0.0,264.0,0.0,0.0,0.0
23121052,0.0,0.0,294.0,0.0,758.0,0.0,264.0
23121052,346.0,0.0,0.0,294.0,0.0,758.0,0.0
23121052,92.0,346.0,0.0,0.0,294.0,0.0,758.0
23121052,0.0,0.0,0.0,0.0,0.0,120.0,92.0
23121052,0.0,0.0,216.0,0.0,0.0,0.0,0.0
23121052,0.0,304.0,0.0,0.0,216.0,0.0,0.0
23121052,0.0,162.0,0.0,304.0,0.0,0.0,216.0
23121052,142.0,0.0,0.0,0.0,0.0,166.0,0.0
23121052,0.0,0.0,0.0,0.0,0.0,296.0,142.0
23121052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121052,0.0,720.0,0.0,0.0,0.0,0.0,0.0
23121052,0.0,262.0,0.0,720.0,0.0,0.0,0.0
23121052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121052,150.0,0.0,0.0,0.0,0.0,0.0,0.0
23121052,338,150.0,0.0,0.0,0.0,0.0,0.0
23121052,0.0,0.0,100.0,338,150.0,0.0,0.0
23121052,0.0,598.0,0.0,0.0,100.0,338,150.0
23121052,274.0,0.0,598.0,0.0,0.0,100.0,338
23121052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121052,88.0,0.0,0.0,0.0,0.0,0.0,0.0
23121052,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
23121053,0.0,0.0,0.0,0.0,0.0,120.0,92.0
23121053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121061,0.0,0.0,0.0,0.0,0.0,296.0,142.0
23121061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23130012,0.0,0.0,0.0,1000,0.0,0.0,0.0
23130012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23130012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23130012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23130012,2000.0,0.0,0.0,0.0,0.0,0.0,1000.0
23130012,1000.0,2000.0,0.0,0.0,0.0,0.0,0.0
23130073,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
23130075,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
23130075,0.0,0.0,0.0,1000,0.0,0.0,0.0
23130079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23130079,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,1,0.0,0.0,0.0,0.0,0.0
23131002,2.0,0.0,1,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23131002,0.0,3.0,0.0,0.0,0.0,0.0,0.0
23131002,1.0,0.0,3.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,2.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23131002,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,2.0
23131002,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23131002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,3.0,0.0,1.0
23131002,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23131002,0.0,0.0,3.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,2.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23131002,2.0,0.0,0.0,0.0,0.0,1.0,0.0
23131002,1.0,2.0,0.0,0.0,0.0,0.0,1.0
23131002,0.0,2.0,1.0,2.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,3.0,0.0,0.0,0.0
23131002,0.0,2.0,0.0,0.0,0.0,3.0,0.0
23131002,2.0,0.0,2.0,0.0,0.0,0.0,3.0
23131002,0.0,0.0,0.0,0.0,0.0,2.0,2.0
23131002,3.0,0.0,0.0,0.0,0.0,0.0,2.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23131002,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23131002,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23131002,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23131002,1.0,0.0,0.0,1.0,0.0,0.0,1.0
23131002,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23131002,0.0,3.0,1.0,1.0,0.0,0.0,1.0
23131002,0.0,0.0,1.0,0.0,3.0,1.0,1.0
23131002,0.0,2.0,0.0,0.0,1.0,0.0,3.0
23131002,2.0,0.0,2.0,0.0,0.0,1.0,0.0
23131002,1.0,2.0,0.0,2.0,0.0,0.0,1.0
23131002,2.0,1.0,2.0,0.0,2.0,0.0,0.0
23131002,0.0,0.0,1.0,2.0,1.0,2.0,0.0
23131002,1.0,0.0,0.0,1.0,2.0,1.0,2.0
23131002,0.0,0.0,0.0,0.0,1.0,1.0,0.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,2.0
23131002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23131002,0.0,1.0,1.0,0.0,0.0,0.0,0.0
23131002,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23131002,0.0,0.0,0.0,0.0,0.0,0.0,2.0
23131002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23132060,0.0,304.0,402.0,2.0,872.0,4.0,418.0
23132061,0.0,0.0,946.0,0.0,0.0,0.0,0.0
23132061,400.0,0.0,1.0,0.0,0.0,946.0,0.0
23132061,0.0,2.0,0.0,1.0,1.0,1.0,0.0
