pluno,time,qty,d,d+1,d+2,d+3,d+4,d+5,d+6
22130029,174,0.44,0.332,0.332,0.332,0.332,0.332,0.332,0.332
22132010,166,0.188,0.19,0.19,0.19,0.19,0.19,0.19,0.19
22132010,170,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146
22132010,174,0.134,0.172,0.172,0.172,0.172,0.172,0.172,0.172
22160001,161,0.552,0.496,0.496,0.496,0.496,0.496,0.496,0.496
22160001,165,1.0,0.496,0.496,0.496,0.496,0.496,0.496,0.496
22170001,150,0.272,0.14,0.14,0.14,0.14,0.14,0.14,0.14
22170001,159,0.254,0.242,0.242,0.242,0.242,0.242,0.242,0.242
22170001,160,0.764,0.536,0.536,0.536,0.536,0.536,0.536,0.536
22170001,163,0.45,0.396,0.396,0.396,0.396,0.396,0.396,0.396
22170001,170,0.19,0.286,0.286,0.286,0.286,0.286,0.286,0.286
22170001,174,0.316,0.286,0.286,0.286,0.286,0.286,0.286,0.286
22171002,163,0.258,0.256,0.256,0.256,0.256,0.256,0.256,0.256
22171004,154,0.416,0.536,0.536,0.536,0.536,0.536,0.536,0.536
22171004,157,0.086,0.114,0.114,0.114,0.114,0.114,0.114,0.114
22171004,160,0.07,0.058,0.058,0.058,0.058,0.058,0.058,0.058
22171004,163,0.242,0.114,0.114,0.114,0.114,0.114,0.114,0.114
22171005,153,0.308,0.256,0.256,0.256,0.256,0.256,0.256,0.256
22172007,148,0.358,0.404,0.404,0.404,0.404,0.404,0.404,0.404
22172007,152,0.638,0.666,0.666,0.666,0.666,0.666,0.666,0.666
22172008,146,0.542,0.536,0.536,0.536,0.536,0.536,0.536,0.536
22172012,170,0.494,0.496,0.496,0.496,0.496,0.496,0.496,0.496
22172012,172,0.324,0.364,0.364,0.364,0.364,0.364,0.364,0.364
22180002,157,0.436,0.33,0.33,0.33,0.33,0.33,0.33,0.33
22190000,147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
22190000,153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
22190000,173,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
22190002,153,0.182,0.19,0.19,0.19,0.19,0.19,0.19,0.19
22500001,152,0.944,0.914,0.914,0.914,0.914,0.914,0.914,0.914
22500022,147,0.836,1.47,1.47,1.47,1.47,1.47,1.47,1.47
22500022,148,1.734,1.318,1.318,1.318,1.318,1.318,1.318,1.318
22500022,149,2.796,2.018,2.018,2.018,2.018,2.018,2.018,2.018
22500022,150,1.422,2.088,2.088,2.088,2.088,2.088,2.088,2.088
22500022,153,1.458,2.186,2.186,2.186,2.186,2.186,2.186,2.186
22500022,156,1.0,2.018,2.018,2.018,2.018,2.018,2.018,2.018
22500022,157,0.588,2.088,2.088,2.088,2.088,2.088,2.088,2.088
22500022,161,1.878,0.942,0.942,0.942,0.942,0.942,0.942,0.942
22500022,164,1.536,2.298,2.298,2.298,2.298,2.298,2.298,2.298
22500022,165,1.408,2.298,2.298,2.298,2.298,2.298,2.298,2.298
22500056,163,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
22500056,170,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
22500072,152,1.328,3.886,3.886,3.886,3.886,3.886,3.886,3.886
22511000,149,0.104,0.284,0.284,0.284,0.284,0.284,0.284,0.284
22600000,162,7.17,3.886,3.886,3.886,3.886,3.886,3.886,3.886
22600000,174,2.868,0.972,0.972,0.972,0.972,0.972,0.972,0.972
22600002,150,9.06,3.384,3.384,3.384,3.384,3.384,3.384,3.384
22600002,162,3.204,3.002,3.002,3.002,3.002,3.002,3.002,3.002
22600002,166,1.55,2.626,2.626,2.626,2.626,2.626,2.626,2.626
22600002,167,1.986,1.478,1.478,1.478,1.478,1.478,1.478,1.478
22600002,170,2.638,2.752,2.752,2.752,2.752,2.752,2.752,2.752
22601000,151,1.216,0.664,0.664,0.664,0.664,0.664,0.664,0.664
22601000,159,1.622,2.752,2.752,2.752,2.752,2.752,2.752,2.752
22601000,161,0.858,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22601000,162,1.098,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22601000,168,1.12,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22601000,170,0.83,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22601000,172,1.326,1.09,1.09,1.09,1.09,1.09,1.09,1.09
22603000,155,0.698,3.886,3.886,3.886,3.886,3.886,3.886,3.886
22603000,170,1.934,1.69,1.69,1.69,1.69,1.69,1.69,1.69
22603001,146,1.008,3.886,3.886,3.886,3.886,3.886,3.886,3.886
22603001,150,1.17,1.486,1.486,1.486,1.486,1.486,1.486,1.486
22603002,150,0.892,3.886,3.886,3.886,3.886,3.886,3.886,3.886
22604000,153,0.538,0.536,0.536,0.536,0.536,0.536,0.536,0.536
22604000,164,1.548,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22604000,170,0.708,0.444,0.444,0.444,0.444,0.444,0.444,0.444
22604000,173,0.714,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22610000,154,0.658,0.492,0.492,0.492,0.492,0.492,0.492,0.492
22610002,162,0.544,0.492,0.492,0.492,0.492,0.492,0.492,0.492
22610004,153,0.994,0.914,0.914,0.914,0.914,0.914,0.914,0.914
22610103,152,0.394,0.284,0.284,0.284,0.284,0.284,0.284,0.284
22610103,156,1.076,1.036,1.036,1.036,1.036,1.036,1.036,1.036
22610103,159,0.516,0.492,0.492,0.492,0.492,0.492,0.492,0.492
22610103,160,0.324,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22620012,170,0.826,0.452,0.452,0.452,0.452,0.452,0.452,0.452
22621002,146,0.512,0.492,0.492,0.492,0.492,0.492,0.492,0.492
22621002,156,0.686,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22621002,162,0.448,0.444,0.444,0.444,0.444,0.444,0.444,0.444
22622000,155,0.674,0.452,0.452,0.452,0.452,0.452,0.452,0.452
22630000,154,0.574,0.7,0.7,0.7,0.7,0.7,0.7,0.7
22630009,148,0.604,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22630009,152,1.55,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22630009,153,0.72,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22630009,165,0.798,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22630009,169,0.416,0.394,0.394,0.394,0.394,0.394,0.394,0.394
22630009,170,0.626,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22630010,146,1.0,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22630010,158,0.654,0.728,0.728,0.728,0.728,0.728,0.728,0.728
22630049,153,1.812,2.028,2.028,2.028,2.028,2.028,2.028,2.028
22631002,150,0.552,0.444,0.444,0.444,0.444,0.444,0.444,0.444
22631002,151,0.31,0.284,0.284,0.284,0.284,0.284,0.284,0.284
22631002,165,0.276,0.288,0.288,0.288,0.288,0.288,0.288,0.288
22671053,166,0.992,1.224,1.224,1.224,1.224,1.224,1.224,1.224
22671060,159,0.502,0.444,0.444,0.444,0.444,0.444,0.444,0.444
22671070,152,0.81,0.798,0.798,0.798,0.798,0.798,0.798,0.798
22671070,165,0.626,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22671070,173,2.168,1.268,1.268,1.268,1.268,1.268,1.268,1.268
22671071,151,0.208,0.23,0.23,0.23,0.23,0.23,0.23,0.23
22671071,169,0.538,0.444,0.444,0.444,0.444,0.444,0.444,0.444
22671072,173,0.896,1.224,1.224,1.224,1.224,1.224,1.224,1.224
22671075,151,0.144,0.23,0.23,0.23,0.23,0.23,0.23,0.23
22671076,151,0.174,0.23,0.23,0.23,0.23,0.23,0.23,0.23
22671076,168,0.364,0.36,0.36,0.36,0.36,0.36,0.36,0.36
22671077,148,0.974,0.432,0.432,0.432,0.432,0.432,0.432,0.432
22671077,151,0.18,0.284,0.284,0.284,0.284,0.284,0.284,0.284
22671077,173,1.496,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22671078,173,0.85,1.224,1.224,1.224,1.224,1.224,1.224,1.224
22671079,148,0.782,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22700000,159,0.458,0.444,0.444,0.444,0.444,0.444,0.444,0.444
22701000,159,0.268,0.278,0.278,0.278,0.278,0.278,0.278,0.278
